method,num_seeds,head_fraction,head_share,num_head_items,num_tail_items,test_head_share,test_tail_share,lr,dropout,weight_decay,best_val_HR@50,overall_HR@10,overall_NDCG@10,overall_HR@50,overall_NDCG@50,head_HR@50,head_NDCG@50,tail_HR@50,tail_NDCG@50,CatalogCoverage@50,TailCoverage@50,AvgPopularity@50,TailRatio@50,Personalization@50
TwoTower,5,0.2,20.0%,741,2965,60.38%,39.62%,0.001,0.0,0.0,15.13 ± 0.31,3.77 ± 0.08,1.89 ± 0.07,13.43 ± 0.26,3.95 ± 0.09,14.68 ± 0.39,4.52 ± 0.09,11.54 ± 0.40,3.08 ± 0.15,100.00 ± 0.00,100.00 ± 0.00,5.2630 ± 0.0253,60.10 ± 0.66,97.25 ± 0.05
