method,num_seeds,head_fraction,head_share,num_head_items,num_tail_items,test_head_share,test_tail_share,lr,dropout,weight_decay,gamma,n_experts,final_epochs,best_val_HR@50,overall_HR@10,overall_NDCG@10,overall_HR@50,overall_NDCG@50,head_HR@50,head_NDCG@50,tail_HR@50,tail_NDCG@50,CatalogCoverage@50,TailCoverage@50,AvgPopularity@50,TailRatio@50,Personalization@50
CDN,5,0.2,20.0%,741,2965,60.38%,39.62%,0.001,0.1,0.0,10.0,1,40,13.87 ± 0.32,3.37 ± 0.27,1.60 ± 0.08,12.08 ± 0.43,3.44 ± 0.10,13.42 ± 0.70,3.94 ± 0.16,10.05 ± 0.44,2.68 ± 0.19,99.91 ± 0.13,99.89 ± 0.17,5.5949 ± 0.1552,56.36 ± 2.98,96.91 ± 0.19
